1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
187691973,0,38,0,0,$0 ,No,"$72,864 ",Yes,z_F,z_High School,Home Maker,51,Private,"$22,740 ",4,z_SUV,no,"$7,171 ",2,No,0,$0 ,9,0,Milwaukee,7/27/2013
667355215,0,36,3,12,"$45,590 ",No,"$172,745 ",Yes,z_F,z_High School,Professional,9,Private,"$16,650 ",3,z_SUV,no,$0 ,0,No,0,"$13,770 ",5,1,Jackson,3/17/2015
326037454,0,55,0,13,,No,"$256,253 ",Yes,M,Bachelors,z_Blue Collar,33,Commercial,"$11,180 ",3,Pickup,yes,"$9,111 ",2,No,6,$0 ,3,0,Marion,12/18/2015
587450533,0,51,0,9,"$94,561 ",No,"$250,521 ",z_No,M,Masters,Lawyer,24,Private,"$21,710 ",4,Van,yes,$679 ,3,No,4,$0 ,17,0,Milwaukee,8/23/2012
214962763,0,55,0,14,"$37,930 ",No,"$190,513 ",Yes,M,Bachelors,Manager,51,Private,"$10,790 ",12,Pickup,no,$0 ,0,No,0,$0 ,10,0,Jackson,1/3/2014
502893337,0,50,0,0,$0 ,No,"$122,287 ",Yes,M,<High School,Student,66,Private,"$1,500 ",1,Minivan,yes,$0 ,0,No,0,"$2,663 ",1,1,Dallas,6/30/2015
16259639,0,39,2,12,"$52,052 ",Yes,$0 ,z_No,z_F,Bachelors,Manager,31,Private,"$21,980 ",14,z_SUV,no,$0 ,0,Yes,2,$0 ,,0,Philadelphia,1/23/2014
143062921,0,31,1,12,"$22,654 ",Yes,$0 ,z_No,z_F,<High School,z_Blue Collar,38,Private,"$13,330 ",1,z_SUV,no,$0 ,0,Yes,2,$0 ,6,0,Jackson,3/1/2013
948426614,0,45,1,0,$0 ,Yes,$0 ,z_No,z_F,z_High School,Student,44,Private,"$1,500 ",4,Sports Car,no,$0 ,0,No,1,"$5,645 ",7,1,Phoenix,2/3/2015
208280446,0,45,3,12,"$152,563 ",No,"$455,931 ",Yes,M,Bachelors,Manager,43,Private,"$19,700 ",3,Minivan,yes,$0 ,0,No,0,$0 ,7,0,Huntsville,8/29/2012
250655555,0,46,0,15,"$62,565 ",No,"$188,189 ",Yes,M,z_High School,z_Blue Collar,35,Commercial,"$14,450 ",7,Minivan,yes,$0 ,0,No,0,$0 ,8,0,Columbia,11/13/2012
867274252,0,57,2,15,"$14,989 ",No,"$84,309 ",Yes,z_F,z_High School,Home Maker,43,Private,"$26,140 ",10,Sports Car,no,$0 ,0,Yes,0,$0 ,1,0,Miami,11/7/2015
406648980,0,38,1,11,"$51,551 ",No,"$177,942 ",Yes,z_F,Bachelors,z_Blue Collar,19,Private,"$15,380 ",1,z_SUV,no,"$5,563 ",3,No,3,"$3,220 ",,1,Columbia,7/25/2014
47083764,0,43,0,8,"$166,192 ",No,$0 ,z_No,M,Masters,,52,Commercial,"$21,110 ",1,Van,yes,"$4,962 ",3,No,2,$0 ,,0,Columbia,5/12/2015
517596063,0,48,0,9,"$72,838 ",No,"$204,780 ",Yes,M,Bachelors,z_Blue Collar,49,Commercial,"$13,580 ",1,Minivan,no,$0 ,0,No,1,$0 ,1,0,Toledo,5/15/2013
649809932,0,46,0,13,"$5,015 ",No,"$105,811 ",Yes,M,<High School,z_Blue Collar,45,Private,"$2,690 ",1,Minivan,yes,$0 ,0,No,0,$0 ,8,0,Columbia,12/3/2013
223590150,0,22,0,7,"$12,301 ",No,$0 ,z_No,z_F,Bachelors,z_Blue Collar,49,Commercial,"$8,770 ",6,Sports Car,yes,"$9,232 ",3,No,11,"$2,546 ",14,1,Los Angeles,8/9/2012
780883211,0,42,0,11,"$36,864 ",No,"$104,136 ",Yes,z_F,z_High School,Clerical,29,Private,"$5,700 ",6,z_SUV,no,"$5,930 ",1,No,0,$0 ,1,0,Mentor,12/31/2015
882554904,0,44,0,9,"$138,442 ",No,$0 ,z_No,z_F,Masters,Lawyer,31,Private,"$19,740 ",10,Pickup,no,$0 ,0,No,0,$0 ,12,0,Mentor,5/4/2015
944495729,0,42,3,16,"$39,636 ",No,"$161,117 ",Yes,z_F,<High School,z_Blue Collar,56,Commercial,"$26,550 ",9,Pickup,no,$0 ,0,No,2,$0 ,5,0,Newark,10/31/2015
258417857,0,38,0,12,,No,"$125,191 ",Yes,M,<High School,z_Blue Collar,25,Commercial,"$10,250 ",1,Pickup,yes,$0 ,0,Yes,0,$0 ,1,0,Mentor,6/15/2015
593750486,0,55,0,14,"$113,534 ",No,"$339,933 ",Yes,z_F,PhD,,21,Commercial,"$24,640 ",6,Van,no,$0 ,0,No,0,$0 ,7,0,Mentor,6/28/2012
9413261,0,55,0,10,"$54,877 ",No,$0 ,z_No,M,Bachelors,Clerical,37,Commercial,"$42,170 ",6,Panel Truck,yes,$0 ,0,Yes,0,"$1,125 ",8,1,Mentor,8/3/2014
558171004,2,45,2,12,"$8,467 ",No,"$105,059 ",Yes,z_F,<High School,Clerical,28,Private,"$6,900 ",9,z_SUV,no,$0 ,0,No,0,"$6,868 ",6,1,Mentor,6/24/2015
464247120,0,54,0,12,"$246,164 ",No,"$636,835 ",z_No,z_F,PhD,Doctor,46,Private,"$31,520 ",13,Minivan,no,$0 ,0,No,0,$0 ,15,0,Los Angeles,8/22/2014
878036819,0,56,0,0,,No,$0 ,Yes,z_F,<High School,Student,5,Private,"$7,100 ",4,z_SUV,no,$0 ,0,No,2,$0 ,7,0,Philadelphia,2/1/2012
128174208,0,35,3,9,"$63,364 ",Yes,$0 ,z_No,M,Masters,Professional,69,Commercial,"$23,330 ",1,Panel Truck,yes,$0 ,0,No,0,"$5,423 ",16,1,Buffalo,6/7/2013
696493141,0,54,0,0,$0 ,No,"$91,744 ",Yes,z_F,Masters,Home Maker,23,Private,"$6,900 ",4,Sports Car,no,"$12,271 ",4,No,2,$0 ,13,0,Philadelphia,6/23/2015
490897115,0,38,0,10,"$142,002 ",No,"$345,671 ",Yes,M,Bachelors,Manager,33,Commercial,"$27,750 ",4,Panel Truck,yes,$0 ,0,No,2,$0 ,12,0,Philadelphia,10/13/2015
72110926,0,32,2,13,"$72,188 ",No,"$229,982 ",Yes,z_F,Bachelors,Professional,29,Private,"$9,790 ",17,z_SUV,no,"$3,176 ",2,No,1,$0 ,13,0,Philadelphia,2/27/2015
421079900,0,48,1,3,"$80,522 ",No,"$244,552 ",Yes,z_F,Bachelors,Manager,16,Private,"$14,350 ",1,z_SUV,no,$0 ,0,No,2,$0 ,1,0,Philadelphia,10/16/2015
218957407,0,66,0,17,"$102,485 ",No,"$345,449 ",Yes,M,Masters,Manager,40,Private,"$17,610 ",4,z_SUV,yes,"$1,194 ",3,No,1,$0 ,12,0,Chicago,12/16/2012
818056111,0,46,0,7,"$79,249 ",No,"$269,116 ",Yes,M,Bachelors,z_Blue Collar,24,Commercial,"$14,020 ",4,Minivan,no,$0 ,0,No,0,$0 ,12,0,Chicago,5/24/2015
737451303,0,31,3,10,"$26,606 ",Yes,$0 ,z_No,z_F,z_High School,Student,27,Commercial,"$10,890 ",1,z_SUV,no,"$4,044 ",2,No,0,"$2,394 ",9,1,Auburn,2/11/2014
282076733,0,45,0,10,"$50,352 ",No,"$201,404 ",Yes,z_F,Bachelors,Home Maker,16,Private,"$11,040 ",7,z_SUV,no,$0 ,0,No,0,$0 ,15,0,Bowling Green,8/12/2015
704242204,0,31,0,9,"$73,727 ",No,$0 ,z_No,M,Bachelors,Professional,31,Commercial,"$19,210 ",6,Van,no,$0 ,0,No,4,$0 ,7,0,Fort Worth,1/14/2012
295091190,0,32,0,0,$0 ,No,$0 ,Yes,M,<High School,Student,22,Private,"$9,050 ",1,Pickup,no,"$10,152 ",2,No,5,$0 ,1,0,Fort Worth,5/10/2014
988358143,0,43,0,13,"$42,768 ",No,"$183,793 ",Yes,M,Bachelors,Manager,32,Private,"$10,080 ",1,Minivan,yes,$0 ,0,No,0,$0 ,8,0,Detroit,1/18/2014
362777164,1,43,1,9,,Yes,$0 ,z_No,M,Bachelors,Professional,46,Private,"$12,830 ",4,Minivan,no,"$1,510 ",1,Yes,1,"$5,401 ",1,1,Fresno,6/22/2013
81476515,2,36,2,9,"$64,599 ",Yes,"$189,527 ",z_No,M,Masters,Lawyer,16,Private,"$21,490 ",4,Van,yes,"$5,846 ",2,No,1,$0 ,,0,Fort Worth,8/14/2013
670127664,0,46,0,12,"$35,852 ",No,"$142,093 ",Yes,M,<High School,z_Blue Collar,21,Private,"$13,460 ",10,Minivan,no,$0 ,0,No,0,$0 ,1,0,Bowling Green,5/20/2015
10185862,0,50,0,14,,No,"$117,038 ",Yes,M,<High School,Clerical,22,Private,"$15,330 ",4,Minivan,no,$0 ,0,No,0,$0 ,5,0,Mesa,5/4/2015
111885786,0,67,1,14,,No,"$219,318 ",Yes,z_F,z_High School,Professional,66,Private,"$14,080 ",4,Sports Car,no,"$5,898 ",3,No,3,"$2,931 ",1,1,Fort Worth,4/17/2014
16446925,0,48,0,7,"$22,362 ",No,"$127,087 ",Yes,M,<High School,Clerical,39,Private,"$27,160 ",3,Minivan,yes,"$22,906 ",1,Yes,0,$0 ,1,0,Bowling Green,9/12/2013
82398794,0,51,0,7,"$66,948 ",No,,z_No,M,Bachelors,Professional,39,Commercial,"$28,870 ",10,Panel Truck,no,$0 ,0,No,0,$0 ,8,0,Mesa,8/16/2013
508658607,0,42,0,,"$16,423 ",No,$0 ,z_No,M,<High School,Clerical,44,Private,"$21,540 ",4,Minivan,no,$0 ,0,No,0,$0 ,9,0,Mesa,9/18/2012
114231234,0,54,0,15,"$52,105 ",No,"$196,481 ",Yes,z_F,Masters,Lawyer,40,Private,"$21,430 ",1,z_SUV,no,$0 ,0,No,0,$0 ,14,0,Detroit,9/26/2013
262510033,0,43,0,9,"$53,431 ",No,$0 ,z_No,z_F,Bachelors,Professional,5,Private,"$8,050 ",3,z_SUV,no,"$4,408 ",1,No,5,"$4,009 ",12,1,Auburn,12/7/2013
608976095,0,41,1,14,"$6,712 ",No,,Yes,z_F,Bachelors,Home Maker,37,Private,"$2,910 ",7,Sports Car,no,$0 ,0,No,2,$0 ,11,0,Dallas,8/15/2015
777498837,0,57,0,12,"$62,411 ",No,"$260,638 ",Yes,M,Masters,,31,Commercial,"$34,720 ",1,Panel Truck,yes,"$30,789 ",3,No,6,$0 ,19,0,Dallas,10/28/2012
873746806,0,26,2,11,"$21,443 ",No,"$116,421 ",Yes,M,<High School,Clerical,33,Private,"$6,240 ",1,Minivan,no,$0 ,0,No,0,$0 ,1,0,Aurora,8/18/2012
486162046,0,49,0,12,"$45,471 ",No,"$170,808 ",Yes,z_F,Bachelors,Clerical,14,Private,"$10,670 ",1,z_SUV,no,$0 ,0,No,0,$0 ,7,0,Newark,6/8/2013
91382305,0,43,1,8,"$27,413 ",Yes,,z_No,z_F,z_High School,Clerical,10,Private,"$8,540 ",1,Sports Car,no,$0 ,0,No,0,"$18,540 ",,1,Salem,11/19/2014
928986116,0,61,0,15,"$85,554 ",No,"$272,542 ",Yes,M,Masters,Lawyer,43,Private,"$19,870 ",1,z_SUV,yes,$0 ,0,No,0,$0 ,15,0,Chicago,1/10/2012
873711350,0,43,0,11,"$45,931 ",No,"$137,861 ",Yes,M,Masters,,5,Commercial,"$19,870 ",6,Van,yes,"$5,989 ",3,No,3,$0 ,21,0,Louisville,6/21/2014
463814342,0,44,0,14,"$134,967 ",No,"$335,456 ",Yes,z_F,Masters,Manager,31,Private,"$16,020 ",4,Minivan,no,$0 ,0,No,0,$0 ,18,0,Seattle,5/3/2012
646843657,0,50,0,13,"$46,952 ",No,"$223,769 ",Yes,z_F,Bachelors,z_Blue Collar,26,Commercial,"$6,200 ",1,z_SUV,no,$0 ,0,No,0,"$3,731 ",1,1,Dallas,10/7/2015
184765901,0,47,0,11,"$69,692 ",No,"$243,839 ",Yes,z_F,Masters,Lawyer,58,Private,"$18,370 ",4,Sports Car,no,"$3,314 ",2,No,0,$0 ,10,0,Chicago,3/1/2015
740716572,0,55,0,6,"$86,546 ",No,"$329,062 ",Yes,M,Masters,Lawyer,6,Private,"$15,960 ",4,Minivan,yes,$0 ,0,No,3,$0 ,18,0,Seattle,4/14/2015
58001635,0,40,3,13,"$120,603 ",Yes,$0 ,z_No,M,PhD,Doctor,16,Private,"$17,560 ",10,Van,no,$0 ,0,No,0,$0 ,13,0,Aurora,11/13/2013
527670758,0,60,0,13,"$60,432 ",No,"$235,070 ",Yes,M,Bachelors,Professional,35,Private,"$18,560 ",1,Minivan,yes,$0 ,0,No,0,"$7,369 ",10,1,Seattle,11/21/2014
624628682,0,52,0,,,No,,z_No,M,Bachelors,Clerical,36,Commercial,"$22,590 ",1,Panel Truck,yes,$0 ,0,No,1,"$5,463 ",,1,San Diego,4/17/2014
329167641,0,57,0,13,"$192,297 ",No,"$488,216 ",Yes,M,PhD,,53,Commercial,"$33,630 ",1,Panel Truck,yes,"$10,074 ",1,No,3,$0 ,21,0,Detroit,10/5/2013
181290061,0,55,0,6,"$38,322 ",No,"$149,578 ",Yes,z_F,Bachelors,Manager,5,Private,"$15,590 ",1,Minivan,no,$0 ,0,Yes,0,$0 ,14,0,San Diego,5/20/2015
419976473,0,57,0,12,"$97,083 ",No,$0 ,z_No,z_F,Bachelors,Professional,20,Private,"$18,800 ",13,Minivan,no,"$4,925 ",1,No,4,$0 ,13,0,San Diego,8/24/2014
137895222,0,51,0,13,"$32,570 ",No,"$158,055 ",Yes,M,Bachelors,Clerical,17,Commercial,"$9,860 ",9,Pickup,yes,"$5,533 ",1,No,6,$0 ,9,0,Lancaster,4/29/2014
569134000,0,48,0,6,"$14,410 ",No,$0 ,z_No,z_F,<High School,Clerical,27,Private,"$7,740 ",7,z_SUV,no,"$1,001 ",1,No,3,"$7,204 ",1,1,Lancaster,6/21/2014
345824763,0,35,0,12,"$101,956 ",No,"$284,104 ",Yes,z_F,Bachelors,z_Blue Collar,45,Commercial,"$28,160 ",10,Minivan,no,$0 ,0,No,0,$0 ,1,0,Philadelphia,3/27/2015
121706213,0,43,1,14,"$23,215 ",No,"$80,406 ",Yes,z_F,z_High School,Home Maker,33,Commercial,"$16,530 ",4,Minivan,no,$0 ,0,No,2,$0 ,6,0,Miami,11/18/2015
586304732,0,39,2,13,"$192,426 ",No,"$483,998 ",Yes,M,PhD,Doctor,46,Private,"$33,460 ",1,Minivan,yes,$0 ,0,No,0,$0 ,17,0,Seattle,8/29/2013
419268834,0,35,0,14,,No,"$172,856 ",Yes,M,Bachelors,Manager,10,Commercial,"$21,950 ",1,Van,no,$0 ,0,No,0,$0 ,10,0,Miami,11/13/2015
595503380,0,26,0,9,"$24,722 ",No,$0 ,z_No,z_F,<High School,Clerical,28,Private,"$9,420 ",6,z_SUV,no,$0 ,0,No,1,"$11,213 ",4,1,Lancaster,10/9/2014
305188907,1,38,2,12,"$14,320 ",Yes,"$77,725 ",z_No,z_F,z_High School,Home Maker,26,Private,"$23,950 ",1,Minivan,no,"$3,718 ",1,No,0,"$6,880 ",4,1,Miami,5/1/2013
289313269,0,41,0,13,"$96,886 ",No,"$256,416 ",Yes,z_F,Bachelors,Professional,13,Private,"$15,290 ",1,Minivan,no,$0 ,0,No,0,$0 ,10,0,Orem,8/22/2014
552499053,1,38,2,0,$0 ,No,$0 ,Yes,z_F,z_High School,Student,24,Commercial,"$10,560 ",1,z_SUV,no,$0 ,0,No,0,$0 ,7,0,Philadelphia,6/21/2012
837122700,0,46,0,10,"$70,840 ",No,$0 ,z_No,M,Bachelors,Professional,32,Private,"$13,180 ",3,Minivan,no,$0 ,0,Yes,0,$0 ,1,0,Orem,10/14/2012
788779542,2,60,2,,"$21,920 ",No,"$78,026 ",Yes,z_F,z_High School,Clerical,50,Private,"$11,810 ",10,z_SUV,no,"$6,973 ",3,No,0,$0 ,8,0,Toledo,10/3/2015
348646112,0,62,0,14,"$67,112 ",No,"$238,759 ",Yes,z_F,Bachelors,Professional,32,Private,"$18,300 ",1,Sports Car,no,"$8,363 ",1,No,7,"$4,287 ",1,1,Stockton,8/13/2014
972352732,0,41,0,12,"$36,449 ",No,$0 ,Yes,M,z_High School,Student,37,Private,"$17,900 ",6,Minivan,yes,$0 ,0,No,0,$0 ,1,0,Chicago,4/17/2014
49408042,0,49,0,11,"$138,942 ",No,$0 ,z_No,M,Masters,Lawyer,37,Private,"$18,920 ",11,Van,no,$0 ,0,No,0,$0 ,1,0,Suffolk,7/24/2014
664787627,0,42,0,13,"$77,737 ",No,"$238,724 ",Yes,z_F,Bachelors,Manager,27,Private,"$22,800 ",1,Minivan,no,$0 ,0,No,2,$0 ,11,0,Springfield,5/21/2013
663029590,0,54,0,12,"$46,074 ",No,$0 ,z_No,M,Bachelors,Manager,42,Private,"$11,510 ",3,Pickup,yes,$0 ,0,No,0,$0 ,6,0,Suffolk,5/3/2012
63479241,0,54,0,0,$0 ,No,"$109,280 ",Yes,z_F,z_High School,Home Maker,13,Private,"$7,140 ",11,Sports Car,no,$0 ,0,No,0,$0 ,1,0,Marion,11/17/2015
800556705,1,38,2,11,"$50,718 ",Yes,$0 ,z_No,z_F,<High School,Clerical,51,Private,"$14,230 ",1,z_SUV,no,"$3,649 ",1,No,5,$0 ,5,0,Springfield,12/3/2015
496954522,0,38,0,11,"$58,820 ",No,"$181,915 ",Yes,z_F,Bachelors,Clerical,55,Private,"$19,690 ",21,Pickup,no,"$4,528 ",2,No,0,$0 ,10,0,Springfield,11/20/2015
226909233,0,60,2,,$0 ,No,"$141,088 ",Yes,z_F,z_High School,Home Maker,47,Private,"$7,500 ",3,z_SUV,no,$0 ,0,Yes,2,"$4,586 ",1,1,Suffolk,10/30/2014
553450547,0,43,0,,$0 ,No,"$84,656 ",Yes,M,z_High School,Student,36,Commercial,"$24,520 ",1,Panel Truck,no,"$1,119 ",1,No,8,"$3,784 ",,1,Chicago,11/13/2014
507552592,2,37,4,16,,Yes,$0 ,z_No,z_F,Bachelors,z_Blue Collar,23,Commercial,"$1,500 ",1,Sports Car,no,"$49,223 ",1,Yes,2,"$3,676 ",1,1,Suffolk,3/13/2015
463360926,2,44,3,14,"$47,231 ",No,"$168,478 ",Yes,z_F,z_High School,Clerical,31,Private,"$18,170 ",17,Pickup,no,$0 ,0,No,0,$0 ,10,0,Springfield,10/29/2013
799528270,0,32,2,13,"$14,744 ",No,$0 ,Yes,z_F,Bachelors,Student,27,Private,"$14,930 ",3,z_SUV,no,$613 ,2,No,5,$0 ,7,0,Seattle,9/13/2014
800426023,0,44,2,15,"$16,352 ",No,"$134,164 ",Yes,z_F,z_High School,Home Maker,37,Private,"$9,760 ",1,z_SUV,no,"$2,316 ",1,No,0,"$56,400 ",1,1,Seattle,12/3/2013
64820276,0,47,0,0,,No,"$114,664 ",z_No,z_F,Bachelors,Home Maker,8,Private,"$8,770 ",4,z_SUV,no,$0 ,0,No,0,$0 ,11,0,Houston,11/22/2014
3660621,0,30,1,9,"$77,156 ",Yes,$0 ,z_No,z_F,Bachelors,Clerical,28,Private,"$11,430 ",9,z_SUV,no,"$11,295 ",3,No,6,$0 ,1,0,Rochester,7/30/2015
472137014,0,29,1,11,"$144,242 ",Yes,$0 ,z_No,z_F,PhD,,15,Private,"$16,370 ",4,Sports Car,no,"$4,822 ",2,No,0,$0 ,13,0,Lancaster,1/15/2014
834249193,0,60,0,10,"$16,919 ",No,"$116,786 ",z_No,z_F,z_High School,Clerical,24,Private,"$9,190 ",9,z_SUV,no,$0 ,0,No,0,"$2,386 ",,1,San Francisco,1/10/2014
831585855,0,45,2,15,"$20,653 ",No,"$140,294 ",Yes,z_F,<High School,Clerical,24,Commercial,"$20,720 ",1,Pickup,no,$0 ,0,No,0,"$10,690 ",6,1,Seattle,6/5/2013
852469481,0,33,5,18,"$4,562 ",No,"$55,632 ",Yes,M,z_High School,Student,8,Commercial,"$9,650 ",7,Pickup,yes,$0 ,0,No,4,$0 ,9,0,Columbus,9/18/2014
449101300,0,51,0,9,"$95,713 ",No,"$302,676 ",Yes,z_F,PhD,Manager,32,Private,"$23,040 ",9,Pickup,no,$0 ,0,No,0,$0 ,17,0,Rochester,12/3/2015
820425739,0,44,0,11,"$29,929 ",No,"$124,756 ",z_No,M,z_High School,Professional,41,Private,"$15,320 ",4,Minivan,yes,$0 ,0,No,0,$0 ,1,0,New York City,6/21/2012
362335899,0,49,0,13,"$104,691 ",No,"$271,132 ",z_No,M,Bachelors,Professional,14,Commercial,"$30,260 ",7,Panel Truck,yes,"$22,813 ",1,Yes,7,$0 ,1,0,Rochester,6/6/2014
513474624,0,52,0,11,"$70,198 ",No,"$239,210 ",Yes,M,Bachelors,z_Blue Collar,41,Commercial,"$37,810 ",6,Panel Truck,no,$0 ,0,Yes,0,$934 ,9,1,Seattle,7/17/2015
684319268,0,54,0,15,"$50,646 ",No,"$222,419 ",Yes,z_F,PhD,Home Maker,40,Private,"$32,100 ",6,Van,no,$0 ,0,No,0,$0 ,16,0,Seattle,10/5/2013
63729628,0,50,0,8,"$69,030 ",No,"$196,452 ",Yes,z_F,z_High School,z_Blue Collar,10,Commercial,"$35,450 ",6,z_SUV,no,$764 ,3,No,0,$0 ,1,0,Richmond,4/21/2012
567478451,0,38,0,7,"$116,933 ",No,"$372,067 ",z_No,M,Bachelors,Professional,19,Commercial,"$25,740 ",1,Panel Truck,yes,$0 ,0,No,0,$0 ,14,0,Columbus,6/11/2015
184517615,0,45,0,8,"$38,632 ",No,"$187,532 ",Yes,z_F,z_High School,z_Blue Collar,35,Commercial,"$25,340 ",4,Minivan,no,$0 ,0,No,0,$0 ,1,0,Richmond,10/2/2015
997931907,2,39,2,11,"$30,290 ",No,"$134,576 ",Yes,z_F,<High School,z_Blue Collar,20,Commercial,"$18,270 ",3,Pickup,no,"$2,787 ",3,No,3,"$1,841 ",1,1,Rochester,10/28/2015
2885798,0,47,0,15,"$57,446 ",No,"$205,310 ",Yes,M,z_High School,Professional,30,Private,"$12,120 ",4,Pickup,no,$0 ,0,No,2,$0 ,7,0,Seattle,12/3/2015
347562336,0,33,0,8,"$102,981 ",No,"$302,779 ",Yes,M,z_High School,Professional,29,Private,"$16,680 ",1,Van,yes,$0 ,0,No,0,$0 ,11,0,New York City,2/28/2014
275865578,0,38,0,11,"$72,901 ",No,"$243,300 ",z_No,z_F,Bachelors,Professional,28,Private,"$15,200 ",4,z_SUV,no,"$1,310 ",3,No,5,$0 ,4,0,San Diego,9/20/2014
2885798,0,47,0,15,"$57,446 ",No,"$205,310 ",Yes,M,z_High School,Professional,30,Commercial,"$25,090 ",4,Panel Truck,no,$0 ,0,No,1,"$5,324 ",7,1,San Diego,11/17/2015
336896255,0,38,0,6,"$159,691 ",No,"$379,686 ",Yes,z_F,Masters,,44,Commercial,"$23,260 ",4,Pickup,no,$0 ,0,No,4,$0 ,13,0,Seattle,2/15/2015
908964571,0,40,0,10,"$90,377 ",No,"$251,223 ",z_No,M,Bachelors,z_Blue Collar,21,Commercial,"$5,500 ",1,Pickup,yes,$0 ,0,No,2,$0 ,7,0,New York City,5/30/2012
650729244,0,65,0,14,"$56,513 ",No,"$189,268 ",Yes,z_F,Masters,Lawyer,42,Private,"$15,360 ",10,Sports Car,no,"$5,229 ",1,No,4,$0 ,25,0,New York City,6/14/2014
96249983,0,48,0,10,"$20,551 ",No,"$88,080 ",z_No,M,Masters,Lawyer,40,Private,"$14,150 ",3,Minivan,yes,"$4,939 ",3,No,2,$0 ,17,0,Seattle,2/17/2013
231947709,0,38,2,0,$0 ,Yes,"$93,228 ",z_No,z_F,<High School,Home Maker,51,Private,"$9,750 ",8,z_SUV,no,"$11,093 ",3,No,7,"$4,913 ",1,1,New York City,8/29/2015
868197226,0,40,0,9,"$83,000 ",No,"$248,949 ",Yes,z_F,Masters,Lawyer,30,Private,"$21,880 ",1,z_SUV,no,$0 ,0,No,0,$0 ,15,0,Glendale,10/29/2015
240336746,0,57,2,16,"$86,232 ",No,"$272,326 ",Yes,z_F,Masters,Manager,8,Private,"$15,820 ",9,z_SUV,no,$0 ,0,No,0,$0 ,15,0,Lindenhurst,3/13/2014
898647663,0,36,0,8,"$131,766 ",No,$0 ,z_No,M,PhD,Manager,45,Private,"$13,950 ",4,Minivan,yes,$0 ,0,No,0,"$4,495 ",11,1,Lubbock,7/11/2012
610834268,0,46,0,13,"$122,086 ",No,"$347,291 ",z_No,z_F,Masters,Lawyer,5,Private,"$7,020 ",6,Sports Car,no,$0 ,0,No,0,$0 ,11,0,New York City,9/15/2012
947320793,0,64,1,15,"$34,199 ",No,"$174,149 ",Yes,M,Bachelors,z_Blue Collar,5,Private,"$11,210 ",7,Sports Car,yes,"$10,572 ",4,No,4,"$8,550 ",8,1,Roswell,7/15/2014
211458609,0,48,0,2,"$134,333 ",No,"$358,876 ",Yes,z_F,z_High School,Professional,9,Private,"$22,490 ",6,z_SUV,no,$0 ,0,No,2,$0 ,1,0,Philadelphia,11/17/2015
829738244,0,39,0,10,"$70,750 ",No,"$228,858 ",z_No,M,Bachelors,z_Blue Collar,68,Private,"$3,350 ",1,Minivan,no,"$6,006 ",2,No,3,"$3,423 ",14,1,San Antonio,12/26/2015
986554544,0,51,0,0,$0 ,No,$0 ,z_No,M,PhD,Doctor,29,Private,"$8,310 ",6,Pickup,yes,$0 ,0,No,0,$0 ,18,0,Chicago,2/13/2015
771190621,0,45,0,13,"$103,134 ",No,,z_No,z_F,Masters,Lawyer,38,Private,"$16,310 ",1,Sports Car,no,$0 ,0,No,0,$0 ,21,0,Spokane,12/3/2015
505246407,0,53,0,13,"$69,268 ",No,"$238,236 ",Yes,M,Bachelors,z_Blue Collar,31,Commercial,"$13,730 ",6,Minivan,no,"$23,381 ",1,No,1,$0 ,12,0,Roswell,12/3/2015
554193726,0,40,0,9,"$103,636 ",No,"$270,623 ",Yes,M,Bachelors,Manager,47,Private,"$14,070 ",7,Minivan,yes,$0 ,0,No,0,$0 ,1,0,Los Angeles,12/3/2015
467806649,0,60,0,9,"$100,207 ",No,"$320,199 ",z_No,M,Bachelors,Manager,34,Private,"$1,500 ",10,Minivan,no,"$15,403 ",2,No,0,$0 ,11,0,Chicago,1/7/2012
995214124,0,42,0,,"$56,969 ",No,"$252,556 ",Yes,M,Bachelors,Professional,18,Commercial,"$11,400 ",1,Pickup,no,"$4,512 ",3,No,5,"$4,083 ",10,1,Chicago,8/27/2015
374284502,0,54,0,0,$0 ,No,"$87,156 ",Yes,z_F,Masters,Home Maker,36,Private,"$22,350 ",6,z_SUV,no,$0 ,0,No,0,$0 ,9,0,New York City,10/28/2014
538677206,0,34,3,16,"$118,064 ",No,"$330,500 ",Yes,M,Bachelors,z_Blue Collar,5,Commercial,"$13,310 ",1,Minivan,no,$0 ,0,No,0,$0 ,11,0,New York City,6/26/2015
937135517,1,44,2,16,"$165,769 ",No,"$414,539 ",Yes,M,PhD,,27,Commercial,"$44,250 ",9,Panel Truck,yes,"$26,121 ",4,Yes,8,"$3,459 ",11,1,Jackson,5/26/2015
528512018,1,44,2,15,"$80,140 ",No,"$233,009 ",Yes,M,Masters,Professional,40,Private,"$13,910 ",21,Minivan,no,$0 ,0,No,3,$0 ,15,0,New York City,4/18/2014
691463996,0,39,2,17,"$23,094 ",No,"$140,813 ",Yes,z_F,z_High School,z_Blue Collar,27,Commercial,"$9,310 ",4,Sports Car,no,"$4,732 ",2,No,0,"$3,091 ",1,1,Jackson,4/25/2015
210355488,0,62,0,14,"$74,430 ",No,"$266,176 ",Yes,M,Masters,,64,Commercial,"$19,690 ",3,Pickup,no,$0 ,0,No,1,$0 ,17,0,New York City,12/5/2012
469687527,0,43,2,16,,No,"$191,740 ",Yes,M,Bachelors,z_Blue Collar,61,Commercial,"$14,450 ",4,Minivan,no,$0 ,0,No,0,$0 ,9,0,Port Arthur,12/3/2015
